smiles,cluster_id2
C=C1CCN(C2=CC=C(S(=O)(=O)N3CC[C@H](C)O[C@H](C)C3)C(Cl)=C2)C1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3CC[C@H](C)O[C@H](C)C3)C=C2F)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3CC[C@H](C)[C@H](O)C3)C(Cl)=C2)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3CC[C@H](O)C[C@@H]3C)C(Cl)=C2)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3CC[C@H](OC)C[C@@H]3C)C(Cl)=C2)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3C[C@@H](C)O[C@H](C)C3)C=C2Br)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3C[C@@H](C)O[C@H](C)C3)C=C2F)CC1,65053
C=C1CCN(C2=CC=C(S(=O)(=O)N3[C@@H]4CC[C@H]3C[C@H](F)C4)C=C2C#N)C1,65053
CC1=CC=C(C)C(S(=O)(=O)N2CCN(C(=O)[C@H]3CC[C@H]4C[C@H]43)CC2)=C1,65053
CC1=CC=C(C)C(S(=O)(=O)N2CCN(C3CCCCC3=O)CC2)=C1,65053
CC1=CC=C(C)C(S(=O)(=O)N2CCN(C3CCCN(C)C3)CC2)=C1,65053
CC1=CC=C(C)C(S(=O)(=O)N2CCN(CC3CCC(F)CC3)CC2)=C1,65053
CC1=CC=C(C)C(S(=O)(=O)N2CCN(CC3CCCC(F)C3)CC2)=C1,65053
COC1=CC=C(C(=O)C(=O)N2CCC3(CCCCN3C)CC2)C=C1Cl,65053
COC1=CC=C(C(=O)C(=O)N2CCC3(CCN(C)CC3)CC2)C=C1Cl,65053
COC1=CC=C(C(=O)C(=O)N2CCN(C)C3(CCCCC3)C2)C=C1Cl,65053
COC1=CC=C(C(=O)C(=O)N2CCN(C)CC23CCCCC3)C=C1Cl,65053
CCS(=O)(=O)N1CCCC1C(=O)N1CCC(C2=CC=C(F)C=C2)CC1,65053
CCS(=O)(=O)N1CCCC1C(=O)N1CCC(C2=CC=CC=C2F)CC1,65053
CCS(=O)(=O)N1CCCC1C(=O)N1CCCC(C2=CC(F)=CC=C2)C1,65053
C=C1CCN(C2=CC=NC=C2S(=O)(=O)N2CC[C@H](OC)[C@H](F)C2)CC1,65053
C=C1CCN(C2=CC=NC=C2S(=O)(=O)N2C[C@H](CC)CC[C@H]2C)CC1,65053
CC1=CC(NC2CCC(F)(F)C2)=NC=C1S(=O)(=O)N1CC2CCCC1C2,65053
CCS(=O)(=O)N1CCCC2(CCN(C(=O)C3=C(Cl)C(C)=CC=C3)CC2)C1,65053
CCS(=O)(=O)N1CCCC2(CCN(C(=O)C3=C(Cl)C(Cl)=CC=C3)C2)CC1,65053
CCS(=O)(=O)N1CCCC2(CCN(C(=O)C3=CC=C(F)C(F)=C3)C2)CC1,65053
C=C1CCN(C2=NC(C)=CC=C2S(=O)(=O)N2CCC(=C(F)F)CC2)CC1,65053
C=C1CCN(C2=NC(C)=CC=C2S(=O)(=O)N2CCC(Br)=C(C)C2)CC1,65053
